thread_id,customer_text,brand_text
713750,I just had my first @117093 experience and I will never set foot in a grocery store again #thisisnotanAD,@290721 We like to think we make adulting easier! Welcome to the family! 😊^ST
713766,@AmazonHelp Said only the seller could lift the restriction. Seller said contact @115821 and @115821 said contact @115817 and @115817 said contact @115821 lol,@290726 We'd like another chance to look into this with you and see what's going on. Please reach out here: https://t.co/hApLpMlfHN ^VS
714744,@AmazonHelp another day and another misdelivered package by amazon logistics. This is the reason I’m canceling prime.,@290980 We're sorry to see this! We'd like to help; have we missed the scheduled delivery date for this order? ^WM
715442,@AmazonHelp はいまた分からなかい事があれば是非🤗🤗,@291185 お気軽にお知らせください。TN
716043,てか、Amazon!勝手にプライム会員になっとるやないか！そういうのやめなさい！,@291344 (2/2)更新後に特典の利用がなければ、キャンセル手続き後に全額返金いたします。詳しくはこちらをご確認ください。 https://t.co/JrKFIybs6n　MH
716079,"Amazonで頼んだミニスーファミがトラブルで返送だとさ🤗ﾁﾈ!
特に急いでないから、後日商品発送と詫びギフト券くれるなら許すよ🤗","@291351 このたびは、ご迷惑をおかけし申し訳ございません。
本件についてご注文いただいたお客様に後日https://t.co/st4oU5QbhPよりご連絡を行わせていただきますため、そのご連絡をお待ちいただきますようお願いいたします。RI"
719874,Amazonからの発送メールが文字化けしてて読めんのやが,"@292287 リプライ失礼します。発生しているのは一部の文字化けでしょうか、全文の文字化けでしょうか。メッセージセンターをご確認いただき、正常に表示されているかご確認をお願いします。
メッセージセンター＞　https://t.co/T4O8Kak3dh MH"
720741,"Amazonで7000円分買い物して支払い票コンビニで出したら230円って言われたんだけどこういう不具合なの？
もう払っちゃったけど",@292499 お支払い番号は、出荷準備を開始次第にお送りしております。そのため、一度に商品を準備できない場合は、複数回に分けてお支払い番号を発行することがございます。複数回発行された場合には、お手数おかけしますが、その番号ごとにお支払いいただければと存じます。TY
720749,@AmazonHelp https://t.co/pRvlzIxCxk I think I asked for a play 3,@292503 What delivery date was given to you in your order confirmation e-mail? has this date passed? Let us know! ^KJ
721238,@AmazonHelp Ok ok j'espère que ça va m'aider,@292649 Nous restons à votre disposition en cas de besoin. ^SB
721297,"@AmazonHelp Yes, but the order doesn't show at all (not even as cancelled). This is why I called them.",@292657 they cancelled the order and sent you an e-mail to let you know 2/2 ^AR
721748,@115821.com your seller department has been reviewing my husband for 4 weeks now. We want income we are from Puerto Rico!!!,"@163493 (2/2) If so, what information was provided? ^MV"
721772,@AmazonHelp bought an Amazon Fire Smart TV three months ago and the remote had already died... great quality,"@292783 I'm sorry! Please hold the 'menu' (3 lines), the left, and the back button for 10 seconds, then re-pair the remote! ^WT"
392587,@115850 @13150 @115851 Dear Jeff and CEO Sir pls respond. This is urgent.,@159128 Apologies for the inconvenience. Please reply to the correspondence sent to your registered email. We'll check &amp; assist. ^SV
722156,Aww man @AmazonHelp my prime pantry box arrived with soap leaking all over the inside and boxes smashed inside :-( https://t.co/y6TLZahWPI,@292884 I'm sorry your order arrived in this condition. Please contact us here so we can look into this: https://t.co/EKXRLsnxJu ^GG
722488,"@117795 @115821 @AmazonHelp Basically I’m canceling this shit. Had a whole surprise that was supposed to be here, I should have just paid for regular shipping",@292983 I'm sorry for any trouble you've had with your order! Can you please confirm the carrier for us: https://t.co/Y5jpI9gRhE? ^ST
722513,@AmazonHelp After trying lots of different things i was able to get it to work on my playstation Sorry for the bother! And thanks for replying so quick!,@292990 We're happy to hear it! Please keep us posted if there are further issues! ^MV
722934,"@118919 who owns the responsibility of a damaged shipment, which needs to be sent back to the seller?",@293100 I'm sorry for any inconvenience you had with your order. We generally aim to provide reverse pick up for an order. Due to 1/2 ^GK
723294,@AmazonHelp Yes I am. It was supposed to arrive yesterday but looks like it might come today. Don't promise if you can't deliver.,@293197 I'm really sorry for this delay! Please let us know if it doesn't arrive by 8 PM. ^WJ
434624,"@1560 @AmazonHelp @115850 No point in sending mails to you now, this is gonna take forever to resolve this issue from your end.

Let consumer court decide now!",@165778 I'm sorry it is taking longer than expected. Kindly reply to the email received from us and we shall get back to you. ^SH
723674,I really shouldn't be able to send out four tweets while online with an @115821 @AmazonHelp rep,@293298 I'm sorry for the frustration! What info/options have been provided? Please keep us posted on the outcome of your chat. ^MV
723957,"@AmazonHelp Yes, both addressed to me, both delivered by UPS.","@293372 Due to account security and confidentiality, we're unable to reveal the identity of the person who sent the order. 1/2 ^MB"
291723,"@118919 Had to cancel my train,,but order yet not delivered,, pathetic situation,,don't waste money 4 express delivery
__email__","@185471 Please don't provide your order details, we consider it personal information. Our page is visible to public.(2/2) ^ZH"
724892,"@AmazonHelp I was left red faced ,embarassed ,have bought many stuff from amazon&amp; had good experinece but this incident has inflicted doubt.","@293627 I'm sorry to hear about the problem with your device. For electronics, we have a 10-day return policy. Request (1/2) ^GK"
724907,Hey @117093 I’m pretty sure a rat snuck in with my order in the box and now it’s in my boiler closet.,"@293629 We'd like to take a deeper look into this with you. When you can, please send your info here: https://t.co/yEJtJNRBmN ^GM"
725221,@115850 fucking hell services..complaint against my refund but no action taken still..absolutely worst,"@293715 As informed previously, kindly connect with your bank and file a charge dispute. Appreciate your understanding. ^SG"
725553,@AmazonHelp It is very shameful n rediculus that Amazon launch a offer n suddenly withdraw same....finally who is sufferer?...... customer,@293795 Sorry I was unable to comprehend your concern. A little more context on this would be helpful. ^AB
725557,@AmazonHelp I have booked mi max2 64GB mobile on 7th oct but Amazon not able to delivered in given offer facility,@293795 so that we can assist you accordingly. ^SU(2/2)
725901,@AmazonHelp I have already sent a mail yesterday at 9pm &amp; called customer care but no response as of now. Marked mail to Jeff also.#fraud,@293892 Sorry about that. I'd like to help. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA
725930,@AmazonHelp I have given the details on the link provided!,@215582 Thanks for sharing your details. We'll get in touch with you soon. ^AK
725937,@116928 obviamente @137864 no me trajo nada a las 22:30.¿tan dificil es llamar o dejar una nota para decir a quien se lo dejais?#AsiNo,"@275079 Puedes contactarnos directamente aquí:https://t.co/PrNtH0sDuX, así podremos verificar de forma segura e investigar lo sucedido. ^VM"
725944,@AmazonHelp 11th Oct 7.49 am.,"@293898 Looks like the deal might've expired, Paras. ^HD"
726122,@AmazonHelp Opened n found nothing related to cashback. Why is it so difficult for you guys to check rather than just replying automated response,@293938 An email has already been sent with a reply. Kindly check it from the link shared here: https://t.co/NTkrxpsbHJ ^HR
726127,@AmazonHelp I havent received an email to reply to back,"@293938 In that case, please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA"
726130,@AmazonHelp I have already informed the team and I supposed to get the item today but no message item delivering it to me today. Pathetic service,@293939 Apologies for the delay. Please provide your details here: https://t.co/beaaDm0muc. I'll look into it right away. ^SF
726575,@AmazonHelp This is not incorrect scan.I spoke to the delivery guy.He is still 40 mts https://t.co/yOyGTewOu3 cud the update be sent w/o the delivery?,@294043 earlier and we'll have this checked. (2/2) ^GK
726590,@AmazonHelp Yes. Called them up couple of times. No support instead they want me to check their partner website where I have never purchased anything,@294045 Have you received any email correspondence regarding the charge? Kindly check if it is from Amazon.in or partner website. ^AP
727098,@AmazonHelp Thank you. I have now added instructions!,@294167 Good man! Hope you receive it soon. ^PK
727130,"I am never disappointed by the answer to questions on @115821, but this was a particularly wonderful  gold seam to stumble upon https://t.co/dLmc3JvHIY",@294172 😂😂 Brilliant! ^NV
727285,@AmazonHelp ありがとうございます☺︎,"@294220 とんでもないことです。
当サイトについて、何かお困りのことやご不明点があれば、いつでもご遠慮なくお問い合わせください。 RI"
727377,@115850 ORDER#402-5179254-1538742 is shwng dlvrd since last 2 days hwevr I didn't rcv it. Cntcted customer care many times but of no help,"@294246 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^HR"
727641,@AmazonHelp Le temps est ce que je n'ai pas. C'est pourquoi je paye pour Amazon Prime!,@217606 Désolé pour cette situation et comprend votre commentaire. Mais cela est nécessaire pour la résolution de votre problème.
727651,@AmazonHelp Why should i reply to your email correspondence. Means you are not acknowledge my problem here? @115850 @115821,"@217032 We cannot offer any order/account details here. Hence, we requested you to revert to the email for further assistance. ^RW"
727655,"@181888 #PBI17 Can I have English version of my book in Kindle Unlimited/Select, as well as translation in another language selling wide?","@294308 Hi Joanne, please reach out - https://t.co/yznv3FxAqZ we'll be happy to look into your query further. ^TP"
727835,@AmazonHelp I have already responded back,@198928 We'll get back to you with an update shortly. Appreciate your cooperation. ^BS
726787,@115850 your chat person left the chat and accepted their fault.. no action taken still..feeling absolutely cheated.,@294093 I'd like to help. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA
728076,@AmazonHelp Whats the benefit..  F***g amazon never cares..  Customers always taken for granted..,@294417 cancellation. Request you to place a new order for the item and I'm positive you'll receive the order. 2/2 ^SH
728504,@AmazonHelp It looks like it's only giving me the option to return both though?,@294490 Let us know if you don't have the option to just return one when the order has been delivered. ^JJ
728773,@AmazonHelp is this a genuine email from amazon? https://t.co/2wkPiEfSUE,"@294571 Hi, this is not a genuine email. Check out her - https://t.co/MwA09pezc4 on how to deal with phishing emails. ^TP"
441858,"#fraud by @115850
Bought a product after confirming details. Now denying their own words
@1560 @28320
Complaint#463356 https://t.co/tsovdkODdV","@219784 we'll get back to you soon. Please don't provide your order details, as we consider it to be personal information. 2/2^AP"
728807,"@AmazonHelp Genau das will ja nicht. Ich möchte unterschiedliche Musik hören. Mit spitify geht das nicht, geht das mit Prime Musik?","@294576 Melde dich mal bitte bei unseren Spezialisten, die können dir hier Infos und Hilfestellung geben: https://t.co/aAfOxTGpe1  ^MF"
728818,Okay @115821 why did the book I preordered ship today when today was the pub date?? Like that’s literally the point of preordering,@294579 Hi Taylor- What was the expected delivery date when you placed the order? Did we miss this? ^NV
729010,Should stay away from @115830 after night shifts I make unwise shopping decision when tired,@294617 Unwise or..... exciting? :) ^NV
729018,"@115850 y delivery number shared in one SMS and not in other
I am totally frustrated with Amazon no priority to customer policy. https://t.co/eSQ2ifMK8R","@192706 I’m sorry about it, I'd like to help you; please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^VR"
729043,"@AmazonHelp I’m not receiving any of the reset emails, any idea why? I didn’t receive the code email either",@294571 Have you checked your spam/junk folder? ^PK
729188,"@AmazonHelp Yep not heard anything. I can't contact by phone at the moment, hence why I tried the chat but it isn't working","@258839 Apologies, are you able to contact by chat via this link: https://t.co/2n73phHPtG? ^JJ"
729549,@115830 It would be nice if you updated me a lot quicker when things are out of stock! 00:40 on the day it's due isn't good enough!,"@294736 Sorry to hear. W/o posting personal info, are you able to elaborate on the order and the item? ^PK"
439244,"@115850 never expected such pathetic delivery experience.Tracking #: 216237019191, please help if you can.
@118702 @122599 @4030",@219320 Sorry for the delay. I'd like to help. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA 1/2
439129,@AmazonHelp @115850 I never received a call from delivery personnel and yet this says 'delay delivery on customer request'. Pathetic. https://t.co/0NRTuSEawH,"@184090 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
729722,"@115830 I've had a delivery but no delivery note left, it was left in a recycling bag that has now been recycled so I don't have the item?",@294775 Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS
440107,@115850 @118919 @AmazonHelp @15316 @122596 @115851 product is 1 day old only and @115850  promote @122596. Y r u promote this type of product if not up to the mark. V blame @115850,"@219450 I am afraid, we don't accept remorse returns for smartphones as per our policy. ^MP (1/2)"
729862,@AmazonHelp you told me to verify my account with a code in an email. Didn’t get it twice!! Email address is correct. #outlook Help please.,@294817 Please get in touch with us here: https://t.co/zYVX1Qi29G ^CD
729888,"@AmazonHelp  @115850 
Extremely lousy service, agents lying on phone and no resolution services r terrible dat Im forced to dis route. https://t.co/W1rU94xIi7","@294824 I'm sorry for the inconvenience is delivering this order, It is never our intention to cause inconvenience to our 1/2 ^MJ"
729906,"@115850 WORST ! PATHETIC! RIDICULOUS ! LETHARGIC SERVICE I EVER RECEIVED!  You guys are now the cheapest online site thats the image right now! completely messed with my order, paid huge amount and gained a big loss",@294829 That's quite a remark! Could you please elaborate on what went wrong? We'll be sure to help. ^SA
734058,@AmazonHelp danke für die Antwort :),@295645 Gerne doch :) ^AS
281329,@AmazonHelp Still awaiting my refund @AmazonHelp,@183033 I see that we've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 ^SG
734169,"@115850 Ordered a T-shirt, received shorts.

BTW Shorts are really cool&amp; I'm keeping it😉 https://t.co/GKQyPIXvJm",@295659 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
734643,@AmazonHelp This link requires a log in password we have neither please for a contact telephone number and identify an individual to address this please,"@295773 I'm sorry about that. Try using this link instead: https://t.co/zYVX1Qi29G
Let us know if you have any other questions! ^AJ"
5221,"@115850 Offer of the millennium to save Re.1
Just wow😱😱 https://t.co/H2FDLy4RAt","@295856 Pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. ^AP"
735332,"@115850 I have a order to be delivered at Sarbhog, Assam but Blue dart (located about 10 kms away) is not delivering it. Could you help?",@295905 We apologize for the hassle. Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B ^CB.
734709,@115850 @172 Thanks @115850 .please take necessary action ASAP. @295907 please coordinate with @115850,@295783 I'll be sure to pass on your comments to the concerned team. ^NS
19161,@115850 Amazon is the best :),@295976 Wohooo! That's what we'd love to hear. Thank you for your kind words. ^AU
735682,@AmazonHelp I don't know how many products that way are overpriced. I never expected this from Amazon.,@295989 I'm sorry to see you upset. We will work on your experience to see that such instances never repeat. ^MJ
736478,"@AmazonHelp You think I have not tried doing it through the website? Thank you very much for your help, such a great service ! @115850 @118702",@296158 Sorry for the inconvenience. Please provide your details here: https://t.co/beaaDm0muc I will look into it and help you out. ^GU
737190,Le service client @120533 👌🏼👍🏼,@193739 Merci pour votre commentaire 😊 Vous avez pu résoudre le souci de la commande non livrée ? ^MH
737996,@AmazonHelp Again pick up postponed...shameless and inefficient customer care...,@169199 Please revert to the email you've received from the Social Media team and we'll get back to you. ^HN
738429,"Me ha llegau la tablet nueva! Gracias @116928, por entregármela un día antes de mi cumple...  asi q me felicito Feliz cumple Vero! #feliz https://t.co/VknBiphEUR",@296612 Buenas noticias :D Esperamos que tengas un lindo cumpleaños 📦💕 ^VL
738416,@115850 Worst customer behaviour. Have not got the refund for my order Order# 407-1558582-9423527,@296609 We would like to help . Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly.(1/2) ^CB
738437,@AmazonHelp shared,"@296613 As you've shared your details, we'll work on it and get back to you. ^HN"
739066,@AmazonHelp Merci,"@296760 Je vous en prie , avec plaisir :) . ^BR"
739735,@AmazonHelp I wait around 20 days and no response. Please don’t force me take a leagal action again amazon,@296909 I'd like to check this for you. Kindly share your details here: https://t.co/beaaDm0muc and  we'll reach out to you. ^GK
739777,@AmazonHelp @120319 @734 @118342 @33795 I didn't get the resolution yet..,@214484 Please be assured our teams are working on it and will get back to you at the earliest. ^PB
393099,"@119356 @115851 @115850 @115821 @118919 @12934 TILL NOW NO ACTIONS FROM YOUR TEAM...

IS THIS THE WORKING STYLE OF AMAZON...

EXPECTING A POSITIVE REPLY STILL....@115851 @115850 https://t.co/Dh7KFP52xV",@209091 Request you to reply to our email from specialist team. (2/2) ^GS
740958,@AmazonHelp Latest Print label to pickup item 12 oct attached previous label saved for ref. to pickup item on 4 Oct'17. Have enough evidence for court https://t.co/U7xywLs68F,"@297210 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KS 2/2"
740977,@AmazonHelp That's great! Thanks. I totally wanted to go outside to find my parcel ruined. Made my day :) https://t.co/Gw9c8v8YTZ,@297211 I'm sorry your parcel was left in the rain! We'd like to collect more info and help sort this here: https://t.co/JzP7hlA23B ^KN
741607,"The internal mgt n tracking services, customer services n d Policies,r one of d worst I have come across.Sad to shoppe with you @115850 :(",@297364 Looks like you've had an unpleasant experience. Could you kindly elaborate on the issue? ^PB
741629,@AmazonHelp One parcel was for delivery on 10th and one for the 11th.,"@297368 Using the same link previously provided, what does the latest tracking show for both parcels? ^KN"
741630,"@AmazonHelp Q40702138414  Expected 9-11 Oct, if it hasn't arrived by 12th please come back for more options.    Q68306321243 Expected by 10th Oct.",@297368 Have you reached out to our Customer Support team for more insight on your order: https://t.co/JzP7hlA23B? ^ME
741737,"No tiene ni dos días que compré en @116875. Ya llegó mi pedido, estoy sorprendida de lo eficientes que son... ¡me encanta! Soy fan.",@297392 Hola Mandujano. Gracias por tu comentario tan bonito. Nos alegra que estás feliz con tu compra.¿Qué fué lo que pediste? 😍 ^JJ
742350,@AmazonHelp Néanmoins je pense que cela devrait être plus clair car sur la page de l'article c'est bien marqué livré dans un emballage certifié... https://t.co/uRkbOqvncM,@297509 c'est bien indiqué en bas de la page ! https://t.co/XkY1Hu1Pnh
742399,@115850 can i replace my moto g5s plus while i faced charging problem in only 14 days,@297515 We have return window for all the product on our website. Kindly check here: https://t.co/8Ma5487B0A. ^OS
742418,@AmazonHelp I contacted customer service and they have assured action within 2-3 days.,@297518 I'd like to take a closer look. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD
742430,"@amazonhelp Bonjour, il y a un problème avec une commande et on me dit de contacter le service client. Comment puis-je le faire ?","@216940 Bonjour, désolée d'apprendre cela :/ il est possible de le faire via ce lien  https://t.co/hgIrz98cdI ^SN"
742446,@AmazonHelp Done.,@134594 Thank you for the information! I can confirm that we have received the information and we will respond as soon as possible.^AL
743324,@AmazonHelp I got a reply but it is asking me the same things that I have explained already. Anyhow have replied to this one too. Let me see how soon?,@200255 Appreciate your patience. We will connect with you accordingly. ^RW
743370,Really appalled at the service rendered by @115850. The tentative arrival date of 6 days has been pushed to another 4 days! Mr @115851? https://t.co/4YWWygvx4M,@297742 Apologies for the delay in delivery of your order. Please report this to our support team here: https://t.co/TdDksLo6Mf ^HD
744093,Sneeky Pete en @115821 es de las mejores series.,"@297922 Groenewold, ¿qué dirías que es lo que más te gusta de la serie? ❤ ^DA"
744131,@115850 I received Ajanta Wall Clock today in completely damaged condition. Courier Aramex. Tracking I'd. 43429932302. Please look into it,@297923 We're sorry to know your product doesn't meet the expectations. Please find more options on return/replacement (1/2)
744164,"@AmazonHelp I m not talking about discount
I need a gift at free of cost",@297929 I'll gift you the most expensive possession of ours. Here you go 🤗🤗🤗🤗🤗 lots of love. [1/2] ^HA
744231,.@AmazonHelp honestly how bad does LaserShip have to be before y’all at least give the OPTION for Prime Members not to use them?,"@297940 I'm sorry for the delivery issue, Sylvia. Without giving any personal acct info, can you tell us more about what is doing on? ^CE"
745055,"Order a case from a company that is fulfilled by @115830 and they sent me a used one that has marks on the back, obviously used -_- https://t.co/aaY7oCUdDI",@298108 We're sorry to hear this! We'd love to help lend a hand; who was the seller for this item? Could you post a link to the product? ^WM
745059,seriously the two days my home camera isn't working i have an amazon package stolen off the doorstep. Have fun with the dog toy I bought...,@298109 This is not what we like to hear. Please reach out to us so we can review available options here: https://t.co/hApLpMlfHN.^AX
745960,"@AmazonHelp L’ordine l’ho fatto ieri pomeriggio, ma ho paura che non l’abbia confermato prima di questa mattina (screen del mio ordine) https://t.co/4q8X5pYv7h","@298330 Mi spiace! Per una verifica sullo stato dell'ordine, puoi contattare il nostro Servizio Clienti qui: https://t.co/qYuhyhmON3. ^EA"
746014,"@AmazonHelp Mas eu preciso fazer login para entrar em contato com o SAC, não?",@298342 Pode pular o Sign In clicando neste link https://t.co/m7LTVx0j6w ^VL
746608,"@AmazonHelp Here’s a screenshot, 4G is on as well. https://t.co/UZPv1DkV4X",@298107 Sorry about this. Have you tried uninstalling and reinstalling the app? ^PK
746699,"@AmazonHelp Same thing, tried internet explorer, edge and chrome on 2 computers. I want a number I can call when I get home to the highest level",@298509 We do want to help. Try using this link to send us your details: https://t.co/qwri98VGVj ^GL
746715,"@AmazonHelp today i am available, my family member at home, then also received this mail, https://t.co/QbAyPIWUSP",@298511 Sorry for the hassle Harish. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN
747717,@AmazonHelp Have you asked  him that is your service  area on some specific pin code is only 4km bcz they want to save money of staff..,@298743 I'll surely pass on your feedback to the concerned team internally. ^HN
747761,@AmazonHelp No email received. It’s 5 day and u cannot tell the status when product will be delivered. Already customer care numerous time,@298749 Sorry for the delay in resolving your concern. Kindly share your details here: https://t.co/JzRdscmdH9 and I'll look into it.^AK
748728,@119356 @AmazonHelp  I am trying to contact the customer service for a wrong delivery but I'm not being served.,"@298986 Sorry to know about the issues with your product. Please call us here: https://t.co/TK4yevTaND, we'll assist you. ^NR"
748755,SHOCKED !!!!!!!!!! SHOCKED !!!!!! SHOCKED !!!! @115850 micromax ke phone wale dabbe me kewal charger.....dabba khali. bina phone ka packet https://t.co/k6dIDq5uqF,@298991 Please connect with our support team using the link w had shared. We'll investigate this . ^CB
749684,"@AmazonHelp Ya no,he tenido que buscar al repartidor (que no tiene culpa de nada) el fallo de siempre es falta de infraestructura de @80 (ni oficinas)",@299199 Lamento esta experiencia. Recuerda que puedes reportar cualquier incidente con Servicio al Cliente. ^VL
749688,@AmazonHelp delivery 1 delivered to the wrong street. Delivery 2 the same day not delivered at all. #poorservice,@299200 Oh no! I'm sorry for the poor delivery experience! We'd like to investigate this together by phone: https://t.co/JzP7hlA23B ^TG
749719,@AmazonHelp i managed to send an email through desktop,"@299206 Excellent. If you need help with anything else, we're always here. ^RA"
751280,"@116090, for fuck's sake, fix your piece of crap two-factor login. https://t.co/C58eUfTHYq",@299565 I'm sorry for the frustration! Have you tried clearing your cache and cookies?  ^JP
752961,"@AmazonHelp Other than that, they have given rs100as TOA but the price hike is now around 600 rs.","@297352 Kindly check the latest correspondence we sent to your registered account and respond to it, we'll reach out to you soon. ^MA"
753466,@AmazonHelp A lunch hour wasted on chat and a further 20 mins on the phone. #whohastime? #someofushavebusylives,"@300083 When you reached out to us Carol, was the rep able to mention anything about when you would receive your refund? ^VS"
742355,"@AmazonHelp Bonjour, oui, bien sûr la voici : https://t.co/pWa1YP5mT5","@297509 Il arrive que nos articles soient expédiés dans leurs emballage d'origine, pour l'article choisi il est indiqué Expédié
1/2"
754134,@115850 my order has been cancelled after a delay and is being shipped back to the seller. How should i proceed?,@300254 the refund will be issued. I have shared your feedback with the concerned team for review. [2/2] ^HA
754154,"@115821 so sure, i was interested in them a couple of days ago, but since i just bought them, why would i still be wanting to buy? so weird.",@300258 Sorry about that. You can learn more about how to edit your recommendations here: https://t.co/mKcf550N9e. ^CE
754602,@115850 facing issue with an order return.. Pls help! Ur cust care rep is nt helpful either. Not expected this frm u guys,@300380 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
754973,"@AmazonHelp Era para entrega en unas oficinas en FL, y lo envié a la casa de mi tía en CA.",@300474 Comprendo. ¿Requieres algún tipo de asistencia con este pedido? ¿Deseas realizar la devolución del mismo? ^LG
755020,"@AmazonHelp I don't require apologies.required a solution.Since u can't provide me with that, I am going higher tomorrow. Thanks for making me do this",@300477 We understand that this issue has been a bit lengthy one. Allow us some more time to make this right for you. ^CB
755033,@AmazonHelp En mp? Je vous suis.,@300481 Oui c'est possible
755066,@AmazonHelp I didn't get u. U r saying u can't assist me further? Ur service sucks. @115851 @1840,@272837 Please revert to the email you've received from our team. ^HN
755084,@AmazonHelp Shortly doesn't have any time frame? Such useless service of yours. #Amazonloosers,"@272837 Apologies for the unpleasant experience, Narendra. However, once an order is returning to us it cannot be reinstated. (1/2)^SF"
755097,@AmazonHelp Para nada,@299660 Comprendo. ¿Qué opciones te indicaron nuestros compañeros de Soporte al Cliente? ^DA
755122,@116928  como hago para devolver un paquete que no me habeis entregado ????,"@300484 Hola, lamentamos lo sucedido. Te recomendamos verificar la siguiente información: https://t.co/NwhS7ZYYfs ^HC"
755125,Erm @AmazonHelp this isn’t my house.... https://t.co/Di25aLHYey,@300485 I'm sorry your order was misdelivered! We'd like to look into this for you by phone here: https://t.co/JzP7hlA23B ^VS
755731,@115821 really slipping with Prime. Apparently a week = 2 days in their world. Good thing I ordered early and not rely on “2 day” shipping https://t.co/NJEs96FxjL,@300632 I'm sorry for the wait. Two-Day Shipping refers to the transit time in business days after your order has shipped. 1/2
756327,@AmazonHelp Just looking into this. So I have to go out of my way and return these items all because they were not delivered correctly,@158344 You can also contact us via Phone or Chat here: https://t.co/JzP7hlA23B so we can look at options with you! ^TR
756385,When you ask @115821 why ur prime order didn’t arrive in 2 days and to check the status- &amp; they give you $10 credit. Customer service on pt!,@300782 We want to make sure you get your order so please keep us posted! ^DD
756399,"@AmazonHelp Ya lo he hecho, ademas de gestionar la devolución, he presentado la correspondiente reclamación. Gracias por vuestra atención.","@218235 Con gusto, Susana, estamos para ayudar. Por favor, mantennos al tanto. ^CR"
756402,@AmazonHelp No . Its a long issue. Call me. I'm giving my no in DM,@300785 We'll reply to your concern via DM. Kindly refer. ^VN
756694,"今話題のAmazon文字化け問題。うちのミニスーファミも該当してました。
必死に予約して楽しみにしてたのに、当日に届かない所か返送・返金ですって。
あえて言わせて貰うわクソAmazon。2度とAmazonで買わんわボケェ。","@300839 このたびは、ご迷惑をおかけし申し訳ございません。
本件についてご注文いただいたお客様に後日https://t.co/st4oU5QbhPよりご連絡を行わせていただきますため、そのご連絡をお待ちいただきますようお願いいたします。ET"
757162,"@115821 u shipd me a book w/torn cover. It was a mess inside that box! Ripd cover, bent pages. Next time, add additional packN material pls. https://t.co/8c5bn1jw1N","@300944 Oh no! Sorry about that, Jewels! Please contact us here: https://t.co/hApLpMlfHN about the poor delivery experience. ^AD"
748764,"@115850 @115850 @AmazonHelp  I need my product today as any cost, i don't know,how you will do but you will.","@298994 I get the need of the product, Have you contacted our support team for assistance on this? ^HA"
757716,@115850  for such small product...And it's Regular use product... Amazon taking 4 5 daya to delivery... https://t.co/7fdWfWBIsr,"@301081 Delivery estimates are based on the shipping speed chose during the check out and other factors like route, pincode etc. ^HA"
757719,@AmazonHelp enough of ur help. I will DM the order no. Please schedule a pickup for tmrw.,"@301082 Once we receive your details, we;ll check and assist you further. Appreciate your understanding. (2/2) ^SV"
757745,@AmazonHelp I reply that mail please reply on that,@301084 Thank you. We'll check it and get in touch with you. ^NS
757814,@AmazonHelp Password is in correct,"@301091 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 3/3 ^RD"
757824,"@AmazonHelp Hi there, I've been trying to add Product Variations to my Seller Account, and still having no luck.. any help would be awesome!","@301092 We're happy to help, Travis! Have you had a chance to contact our Seller Support team:https://t.co/oIfsty5qFY Let us know! ^ML"
758385,@AmazonHelp When @115830 decided to just leave your parcel in the garden 🙃 https://t.co/rp6RMg7ajt,@301219 I'm sorry your parcel was left out this way! Were any of the items inside the package damaged? ^VS
758983,"@AmazonHelp Yes, the item was crushed as well although it’s packaging saved it from real harm.  But it’s a gift that looks like a used piñata.",@301364 Please contact us at the following link so we can go over our available options: https://t.co/hApLpMlfHN ^WT
759082,Amazonクソだな https://t.co/0CdE7rUjxq,@301381 なお、マーケットプレイスの出品者が発送する商品の場合は出品者毎にポリシーを設けているため、恐れ入りますが、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はリンクよりご確認ください。https://t.co/ZXCXcbN3Tv TN
759746,@115850 - I am loving the marketing :) https://t.co/dlFuWaVRf0,"@301533 I understand your concern. However, pricing and offers are decision of the sellers. I'll 1/2  ^HD"
761258,@AmazonHelp Amazon via Warehouse Deals.,@186383 You can check out what options are available by using this link here: https://t.co/d7B7p7XG9r ^GL
